trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
743,False,"{'a': 0.5, 'e': 0.02412953729845803}",20,11,15.307462124172037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.024008889611965737}",35,27,15.506569553421949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.02388884516390591}",20,11,18.569693215546504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.02376940093808638}",25,8,26.998861725733672,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.02365055393339595}",20,9,10.267048758109809,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.023532301163728966}",20,14,12.007623918238181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.023414639657910324}",20,9,19.98077931429203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.02329756645962077}",25,13,19.54660887352582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.023181078627322667}",25,14,22.576122482963363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.023065173234186054}",30,6,41.41955657071837,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.022949847368015124}",20,10,17.580236615636952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.022835098131175048}",30,7,37.446479982286796,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.022720922640519173}",25,13,25.083060312755926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.022607318027316577}",25,15,19.316127035347773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.022494281437179995}",30,2,45.33379612242335,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.022381810029994093}",20,14,10.155287016582308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.02226990097984412}",30,22,14.154609033397675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.0221585514749449}",35,25,17.107574277947176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.022047758717570178}",20,10,16.075326845759847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.021937519923982327}",25,0,45.30475457872345,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.021827832324362414}",20,11,16.191956222556456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.021718693162740603}",20,11,19.04200786655747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.0216100996969269}",30,23,13.62871350481027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.021502049198442265}",30,8,35.118966311401216,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.021394538952450054}",25,16,18.778732741633327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.021287566257687802}",25,9,24.710853297254587,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.021181128426399364}",20,6,23.67136572102336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.021075222784267367}",20,15,7.6902954431682655,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.02096984667034603}",25,19,10.013111655077656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.0208649974369943}",25,19,10.700390703234376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.02076067244980933}",20,6,25.868765050764942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.020656869087560283}",30,10,36.94816270963658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.02055358474212248}",30,18,24.28825410004943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.020450816818411866}",30,19,17.648497032146295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.020348562734319807}",20,12,15.11672809857285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.02024681992064821}",25,10,24.517797661058584,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.02014558582104497}",20,10,16.365278246492025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.020044857891939744}",25,15,6.796269436362159,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.019944633602480045}",25,14,16.445800606080816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.019844910434467643}",25,0,39.866479434522404,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
783,False,"{'a': 0.5, 'e': 0.019745685882295305}",25,11,3.7875390330388674,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.019646957452883827}",35,23,23.70528653994493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.01954872266561941}",20,16,9.427539665366412,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.019450979052291314}",30,6,45.242772953928046,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.019353724157029857}",20,8,20.48661023960548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.019256955536244708}",20,12,13.493348777312013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.019160670758563484}",20,6,25.94289935262989,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.019064867404770664}",25,13,23.123204426604183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.018969543067746814}",20,12,16.87865159799791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.01887469535240808}",20,14,12.340229501884407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.018780321875646037}",25,8,28.986342933173276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.01868642026626781}",25,9,30.880561343106656,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.01859298816493647}",25,15,19.866888566539565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.018500023224111786}",25,3,37.65933745388114,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.018407523107991226}",25,14,23.783383658099503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.01831548549245127}",20,9,23.283827094234706,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.018223908064989015}",25,15,22.66339857320075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.01813278852466407}",30,21,17.253288263286745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.01804212458204075}",30,21,18.451929531841966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.017951913959130546}",20,6,15.878536170427433,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.017862154389334892}",25,11,26.01163075100857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.017772843617388217}",25,17,16.939057687661307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.017683979399301275}",25,5,39.93709421387003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.01759555950230477}",25,11,28.885974407378438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.017507581704793246}",25,11,8.089347248565673,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.01742004379626928}",20,12,16.228967935940528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.017332943577287933}",25,17,16.55147438696765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.017246278859401495}",30,13,28.854614018720977,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.017160047465104487}",20,3,30.302555806053462,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.017074247227778963}",25,11,24.789528595823242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.01698887599164007}",30,16,25.439229109159903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.01690393161168187}",20,12,17.904171932238636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.016819411953623457}",25,13,16.761877653696143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.01673531489385534}",30,20,20.533730667718228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.016651638319386063}",25,5,36.66090985571097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.016568380127789134}",30,22,13.38328701926173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.01648553822715019}",20,12,-24.76657951077149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
820,False,"{'a': 0.5, 'e': 0.016403110536014436}",20,2,34.165326704140924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.016321094983334363}",30,8,39.36780142772284,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.016239489508417693}",20,14,11.692915235997711,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.016158292060875604}",25,16,19.74556014649334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.016077500600571226}",20,13,14.469101940502629,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.01599711309756837}",30,0,47.8702231271983,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
826,False,"{'a': 0.5, 'e': 0.01591712753208053}",25,10,27.77774388174234,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.015837541894420125}",20,6,28.97375895380091,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.015758354184948024}",20,9,21.021606725156907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.015679562414023285}",30,12,34.94048299018089,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.015601164601953169}",25,13,21.500991328302977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.015523158778943402}",20,7,19.70356814585068,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.015445542985048685}",20,12,-27.169244536941655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
833,False,"{'a': 0.5, 'e': 0.015368315270123441}",30,19,10.85261798635836,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.015291473693772824}",20,10,19.3145766116888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.01521501632530396}",30,1,-10.995573566016418,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
836,False,"{'a': 0.5, 'e': 0.01513894124367744}",30,5,45.15491999714017,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.015063246537459054}",20,0,35.079542848559456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
838,False,"{'a': 0.5, 'e': 0.014987930304771758}",25,2,37.359790771134946,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.0149129906532479}",20,12,17.7371120147941,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.01483842569998166}",20,16,7.9311433471598525,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.01476423357148175}",20,9,18.992175170687876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.014690412403624342}",35,22,24.63337723722444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.01461696034160622}",20,13,14.024656365318444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.01454387553989819}",20,12,14.057335040149793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.014471156162198698}",30,20,17.935517571328788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.014398800381387704}",30,19,18.70220474113799,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.014326806379480765}",30,0,51.674205626221415,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.014255172347583361}",25,10,32.98475602828236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.014183896485845445}",20,8,19.52821835876263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.014112977003416217}",25,11,26.89977044914584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.014042412118399137}",20,4,29.627033949574617,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.013972200057807142}",25,8,29.97265004898227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.013902339057518105}",20,10,14.981232979715667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.013832827362230515}",25,7,34.46379277218848,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.013763663225419363}",25,12,14.155704501372103,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.013694844909292266}",30,10,34.93201228823251,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.013626370684745804}",25,0,34.89097706874428,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
858,False,"{'a': 0.5, 'e': 0.013558238831322074}",30,24,11.443993105491153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.013490447637165464}",25,17,13.102624237086138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.013422995398979638}",20,2,25.222991806744666,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.01335588042198474}",25,11,26.33716493038055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.013289101019874815}",20,8,13.075982675822285,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.01322265551477544}",30,18,24.559945615924182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.013156542237201564}",25,3,37.71951293092145,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.013090759526015556}",20,12,17.183303571198145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.013025305728385478}",20,10,15.91796906014696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.01296017919974355}",20,13,15.349503374231489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.012895378303744832}",25,15,19.499661273111787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.012830901412226108}",25,15,18.27080405101282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.012766746905164978}",25,11,24.310567281890545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.012702913170639154}",20,0,31.763068770575064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.012639398604785957}",25,16,15.900348111998687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.012576201611762027}",25,0,41.00091168130955,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
874,False,"{'a': 0.5, 'e': 0.012513320603703217}",20,14,9.057765587622407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.0124507540006847}",30,7,38.94729230072365,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.012388500230681276}",25,3,19.987358660108494,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.01232655772952787}",25,0,38.11535529524146,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
878,False,"{'a': 0.5, 'e': 0.012264924940880231}",20,11,17.474812490929345,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.01220360031617583}",25,13,20.865508346730298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.012142582314594952}",20,16,8.126295478794816,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.012081869403021975}",20,1,26.622257435492777,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.012021460056006867}",20,0,32.49885048916414,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
883,False,"{'a': 0.5, 'e': 0.011961352755726832}",35,21,24.685760777751494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.011901545991948198}",20,13,13.30949331011575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.011842038261988456}",20,10,16.53543818973436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.011782828070678514}",25,3,33.43374812456933,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.011723913930325121}",25,10,22.956035207030165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.011665294360673496}",20,14,11.075924760025838,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.011606967888870128}",20,6,25.601807840396113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.011548933049425779}",30,16,27.30002412437622,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.011491188384178648}",20,12,16.005996116122514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.011433732442257755}",20,0,31.029679926891067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
893,False,"{'a': 0.5, 'e': 0.011376563780046466}",25,9,30.640695634319165,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.011319680961146234}",30,12,34.61704702902916,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.011263082556340504}",20,2,30.72599622757447,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.0112067671435588}",25,20,7.143594919516622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.011150733307841006}",20,10,17.659065786934462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.011094979641301801}",35,16,35.61885690378133,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.011039504743095292}",20,6,26.543468082245504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.010984307219379815}",30,8,44.121424669067075,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.010929385683282916}",25,19,12.944926364394966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.010874738754866503}",30,10,36.55691783421082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.01082036506109217}",25,15,19.89076686014322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.010766263235786708}",20,10,20.413900277947885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.010712431919607775}",20,15,8.530187965873164,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.010658869760009735}",20,14,11.027306386995546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.010605575411209687}",30,13,34.20903332644759,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.010552547534153639}",25,3,35.078840345626254,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.01049978479648287}",25,15,18.301667054177965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.010447285872500456}",20,12,14.149758075879813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.010395049443137953}",25,0,42.40675078556545,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
912,False,"{'a': 0.5, 'e': 0.010343074195922264}",25,10,32.084243311546025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.010291358824942653}",25,9,26.434114464775497,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.010239902030817939}",20,3,28.430230848827325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.01018870252066385}",30,23,13.756781717537176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.010137759008060531}",20,11,-26.150508078058735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
917,False,"{'a': 0.5, 'e': 0.010087070213020228}",30,20,18.543454564343676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.010036634861955126}",30,8,37.142061187801005,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.00998645168764535}",30,14,25.383402273256696,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,6,26.390289832872895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,15,10.79933099636117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,14,12.534219935544897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,11,26.15199676193894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,12,24.097132686778604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,9,19.412950572697873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,10,25.895106285466248,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,20,10.313530662334504,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,6,27.444984225369137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
